V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,class
0.009766,0.003906,0.021484,0.0058590000000000005,0.037108999999999996,0.019531,0.011719,0.0,0.013672,0.015625,0.0058590000000000005,0.029297000000000004,0.007812,0.011719,0.033202999999999996,0.0,0.017578,0.009766,0.0058590000000000005,0.011719,0.019531,0.007812,0.0,0.011719,0.007812,0.017578,0.009766,0.027344,0.007812,0.035156,0.021484,0.015625,0.013672,0.007812,0.003906,0.021484,0.019531,0.029297000000000004,0.025391,0.017578,0.015625,0.0058590000000000005,0.003906,0.035156,0.007812,0.025391,0.035156,0.023438,0.023438,0.021484,0.025391,0.021484,0.041016000000000004,0.027344,0.0,0.011719,0.013672,0.001953,0.007812,0.027344,0.001953,0.0058590000000000005,0.017578,0.007812,16
0.011719,0.007812,0.021484,0.001953,0.041016000000000004,0.001953,0.050781,0.0,0.0058590000000000005,0.021484,0.009766,0.027344,0.0058590000000000005,0.001953,0.023438,0.0,0.007812,0.0058590000000000005,0.003906,0.011719,0.033202999999999996,0.003906,0.0,0.003906,0.0058590000000000005,0.021484,0.0,0.03125,0.0058590000000000005,0.021484,0.03125,0.015625,0.025391,0.0,0.001953,0.0058590000000000005,0.009766,0.087891,0.013672,0.023438,0.015625,0.003906,0.007812,0.042969,0.003906,0.042969,0.041016000000000004,0.056641,0.013672,0.003906,0.011719,0.0,0.029297000000000004,0.015625,0.046875,0.017578,0.007812,0.0,0.011719,0.003906,0.0,0.007812,0.003906,0.007812,96
0.03125,0.078125,0.023438,0.011719,0.0,0.056641,0.023438,0.0,0.0,0.017578,0.072266,0.003906,0.064453,0.0,0.001953,0.0,0.011719,0.0625,0.011719,0.023438,0.0058590000000000005,0.001953,0.0,0.0058590000000000005,0.0,0.021484,0.0,0.001953,0.056641,0.001953,0.001953,0.001953,0.042969,0.0,0.013672,0.007812,0.017578,0.011719,0.0058590000000000005,0.001953,0.0,0.03125,0.011719,0.0058590000000000005,0.035156,0.0,0.001953,0.037108999999999996,0.0,0.007812,0.041016000000000004,0.0,0.03125,0.0,0.015625,0.001953,0.015625,0.017578,0.029297000000000004,0.0,0.0,0.0,0.021484,0.0,71
0.017578,0.027344,0.033202999999999996,0.007812,0.003906,0.033202999999999996,0.029297000000000004,0.0,0.0,0.033202999999999996,0.037108999999999996,0.013672,0.044922000000000004,0.0,0.007812,0.0,0.037108999999999996,0.009766,0.011719,0.021484,0.033202999999999996,0.001953,0.0,0.0,0.0,0.019531,0.0,0.003906,0.025391,0.011719,0.003906,0.0,0.035156,0.007812,0.017578,0.019531,0.015625,0.029297000000000004,0.0058590000000000005,0.003906,0.0,0.015625,0.017578,0.011719,0.013672,0.0058590000000000005,0.03125,0.046875,0.0,0.037108999999999996,0.013672,0.0,0.021484,0.001953,0.052734,0.0058590000000000005,0.013672,0.021484,0.025391,0.027344,0.001953,0.0,0.03125,0.0,69
0.0,0.0,0.003906,0.041016000000000004,0.095703,0.0,0.001953,0.0,0.029297000000000004,0.001953,0.0,0.0,0.0,0.023438,0.001953,0.0,0.001953,0.0,0.080078,0.003906,0.0,0.001953,0.025391,0.011719,0.003906,0.015625,0.003906,0.027344,0.001953,0.03125,0.029297000000000004,0.044922000000000004,0.001953,0.003906,0.0,0.0,0.007812,0.001953,0.009766,0.011719,0.18164,0.011719,0.003906,0.03125,0.001953,0.037108999999999996,0.003906,0.0,0.027344,0.0,0.001953,0.0058590000000000005,0.033202999999999996,0.025391,0.0,0.0,0.0,0.0058590000000000005,0.013672,0.080078,0.001953,0.0058590000000000005,0.0,0.007812,57
0.011719,0.007812,0.013672,0.029297000000000004,0.007812,0.0058590000000000005,0.021484,0.0,0.0058590000000000005,0.023438,0.007812,0.017578,0.009766,0.0058590000000000005,0.03125,0.0,0.027344,0.015625,0.021484,0.017578,0.064453,0.003906,0.0,0.019531,0.0058590000000000005,0.029297000000000004,0.003906,0.009766,0.015625,0.001953,0.007812,0.0,0.017578,0.0,0.009766,0.013672,0.011719,0.03125,0.015625,0.017578,0.0,0.003906,0.078125,0.0058590000000000005,0.013672,0.0058590000000000005,0.052734,0.068359,0.0,0.06640599999999999,0.013672,0.0,0.027344,0.001953,0.017578,0.019531,0.009766,0.009766,0.017578,0.013672,0.001953,0.0,0.009766,0.001953,52
0.044922000000000004,0.054688,0.029297000000000004,0.001953,0.0058590000000000005,0.091797,0.046875,0.0,0.0058590000000000005,0.037108999999999996,0.033202999999999996,0.0,0.044922000000000004,0.0,0.0058590000000000005,0.0,0.037108999999999996,0.007812,0.001953,0.013672,0.013672,0.0,0.0,0.0,0.0,0.023438,0.0,0.001953,0.021484,0.009766,0.001953,0.0,0.033202999999999996,0.0,0.041016000000000004,0.025391,0.015625,0.044922000000000004,0.001953,0.001953,0.0,0.017578,0.0,0.007812,0.007812,0.001953,0.029297000000000004,0.007812,0.0,0.0,0.044922000000000004,0.0,0.05859400000000001,0.0,0.048827999999999996,0.001953,0.017578,0.017578,0.019531,0.007812,0.001953,0.0,0.007812,0.001953,99
0.013672,0.0058590000000000005,0.019531,0.023438,0.007812,0.0,0.009766,0.0,0.0,0.019531,0.021484,0.023438,0.035156,0.001953,0.019531,0.0,0.019531,0.021484,0.05859400000000001,0.013672,0.025391,0.001953,0.0,0.03125,0.0058590000000000005,0.015625,0.0,0.015625,0.048827999999999996,0.003906,0.003906,0.003906,0.015625,0.007812,0.0,0.025391,0.013672,0.027344,0.009766,0.003906,0.001953,0.0625,0.06640599999999999,0.001953,0.03125,0.001953,0.021484,0.017578,0.0,0.033202999999999996,0.039062,0.0,0.019531,0.0,0.015625,0.0,0.003906,0.033202999999999996,0.03125,0.013672,0.0,0.001953,0.029297000000000004,0.0,55
0.052734,0.10156,0.023438,0.007812,0.0,0.08203099999999999,0.003906,0.0,0.0058590000000000005,0.050781,0.05859400000000001,0.001953,0.048827999999999996,0.001953,0.0,0.0,0.021484,0.039062,0.019531,0.007812,0.0,0.0,0.0,0.0,0.0,0.019531,0.0,0.0058590000000000005,0.035156,0.0,0.001953,0.0,0.048827999999999996,0.001953,0.025391,0.03125,0.021484,0.007812,0.0,0.0,0.001953,0.035156,0.0058590000000000005,0.0,0.027344,0.0,0.003906,0.001953,0.0,0.0,0.044922000000000004,0.0,0.007812,0.0,0.001953,0.0,0.013672,0.046875,0.033202999999999996,0.013672,0.0,0.0,0.035156,0.0,67
0.015625,0.08984400000000001,0.054688,0.0058590000000000005,0.0,0.10547000000000001,0.003906,0.0,0.001953,0.007812,0.044922000000000004,0.007812,0.085938,0.0058590000000000005,0.025391,0.0,0.001953,0.011719,0.003906,0.0058590000000000005,0.021484,0.0,0.0,0.0,0.007812,0.009766,0.003906,0.003906,0.019531,0.007812,0.001953,0.0,0.007812,0.0,0.001953,0.009766,0.029297000000000004,0.042969,0.015625,0.001953,0.0,0.001953,0.042969,0.003906,0.017578,0.011719,0.044922000000000004,0.027344,0.001953,0.009766,0.050781,0.0,0.001953,0.007812,0.001953,0.001953,0.0058590000000000005,0.023438,0.017578,0.003906,0.0,0.001953,0.056641,0.0,30
0.001953,0.003906,0.029297000000000004,0.011719,0.017578,0.007812,0.023438,0.0,0.0058590000000000005,0.0058590000000000005,0.0,0.037108999999999996,0.011719,0.025391,0.046875,0.0,0.007812,0.0058590000000000005,0.013672,0.003906,0.052734,0.025391,0.0,0.0,0.025391,0.017578,0.017578,0.029297000000000004,0.0058590000000000005,0.025391,0.017578,0.017578,0.0,0.0,0.003906,0.013672,0.009766,0.064453,0.023438,0.023438,0.003906,0.0,0.015625,0.021484,0.0058590000000000005,0.017578,0.048827999999999996,0.041016000000000004,0.011719,0.025391,0.015625,0.0058590000000000005,0.029297000000000004,0.019531,0.017578,0.015625,0.0058590000000000005,0.001953,0.023438,0.011719,0.0,0.013672,0.009766,0.0058590000000000005,75
0.0,0.001953,0.0,0.011719,0.054688,0.0,0.017578,0.0,0.007812,0.001953,0.0,0.013672,0.0,0.0058590000000000005,0.048827999999999996,0.0,0.011719,0.0,0.017578,0.003906,0.011719,0.021484,0.0,0.0,0.023438,0.029297000000000004,0.017578,0.027344,0.003906,0.013672,0.068359,0.085938,0.001953,0.0,0.0,0.0,0.0,0.035156,0.037108999999999996,0.011719,0.048827999999999996,0.019531,0.0058590000000000005,0.029297000000000004,0.001953,0.037108999999999996,0.052734,0.017578,0.056641,0.003906,0.0,0.0,0.042969,0.027344,0.027344,0.015625,0.003906,0.007812,0.007812,0.007812,0.0,0.0,0.0,0.0,98
0.007812,0.011719,0.021484,0.013672,0.007812,0.007812,0.009766,0.0,0.0058590000000000005,0.013672,0.0058590000000000005,0.025391,0.015625,0.017578,0.027344,0.0,0.011719,0.009766,0.003906,0.019531,0.037108999999999996,0.007812,0.001953,0.048827999999999996,0.013672,0.021484,0.001953,0.015625,0.037108999999999996,0.007812,0.0058590000000000005,0.0,0.013672,0.0,0.003906,0.019531,0.003906,0.019531,0.019531,0.0058590000000000005,0.001953,0.009766,0.091797,0.009766,0.03125,0.0058590000000000005,0.046875,0.023438,0.0,0.070312,0.033202999999999996,0.009766,0.025391,0.003906,0.013672,0.013672,0.007812,0.023438,0.017578,0.007812,0.003906,0.007812,0.015625,0.003906,52
0.021484,0.021484,0.017578,0.054688,0.001953,0.017578,0.017578,0.0,0.003906,0.021484,0.019531,0.003906,0.035156,0.0,0.001953,0.0,0.027344,0.050781,0.0058590000000000005,0.046875,0.003906,0.0,0.0,0.0,0.003906,0.009766,0.0,0.009766,0.044922000000000004,0.023438,0.0,0.0,0.046875,0.0,0.019531,0.052734,0.013672,0.013672,0.003906,0.0,0.001953,0.039062,0.009766,0.003906,0.091797,0.0,0.007812,0.0058590000000000005,0.0,0.0,0.011719,0.0,0.011719,0.001953,0.003906,0.0,0.060547000000000004,0.048827999999999996,0.044922000000000004,0.011719,0.0,0.0,0.029297000000000004,0.0,66
0.027344,0.041016000000000004,0.048827999999999996,0.017578,0.0058590000000000005,0.041016000000000004,0.07421900000000001,0.0,0.007812,0.056641,0.015625,0.0,0.042969,0.0,0.001953,0.0,0.044922000000000004,0.013672,0.021484,0.017578,0.017578,0.0,0.0,0.0,0.0,0.019531,0.001953,0.013672,0.021484,0.009766,0.0,0.0,0.015625,0.0,0.039062,0.019531,0.009766,0.064453,0.007812,0.001953,0.001953,0.015625,0.0,0.003906,0.017578,0.003906,0.013672,0.009766,0.0,0.003906,0.027344,0.0,0.041016000000000004,0.0,0.060547000000000004,0.0,0.009766,0.003906,0.015625,0.029297000000000004,0.0,0.0,0.019531,0.001953,99
0.0625,0.085938,0.011719,0.007812,0.0058590000000000005,0.12109,0.0058590000000000005,0.0,0.013672,0.011719,0.068359,0.001953,0.10352,0.0,0.0,0.0,0.021484,0.025391,0.009766,0.001953,0.001953,0.0,0.0,0.0,0.001953,0.009766,0.001953,0.0,0.029297000000000004,0.001953,0.0,0.0,0.025391,0.0,0.03125,0.052734,0.011719,0.007812,0.0,0.0,0.0,0.023438,0.001953,0.001953,0.029297000000000004,0.001953,0.011719,0.0,0.0,0.0,0.07421900000000001,0.0,0.0,0.0,0.0,0.001953,0.0058590000000000005,0.037108999999999996,0.015625,0.021484,0.0,0.0,0.039062,0.0,37
0.080078,0.048827999999999996,0.023438,0.007812,0.0,0.091797,0.009766,0.0,0.007812,0.025391,0.05859400000000001,0.0,0.021484,0.0,0.001953,0.0,0.009766,0.041016000000000004,0.0,0.035156,0.007812,0.0,0.0,0.0,0.001953,0.001953,0.0,0.0,0.023438,0.025391,0.0,0.0,0.046875,0.0,0.08203099999999999,0.05859400000000001,0.009766,0.015625,0.001953,0.001953,0.0,0.013672,0.015625,0.0058590000000000005,0.029297000000000004,0.001953,0.013672,0.003906,0.0,0.0,0.050781,0.0,0.003906,0.0,0.0,0.0,0.048827999999999996,0.021484,0.0058590000000000005,0.009766,0.0,0.0,0.035156,0.0,31
0.0,0.0,0.003906,0.015625,0.041016000000000004,0.0,0.017578,0.0,0.0058590000000000005,0.013672,0.003906,0.013672,0.0,0.021484,0.023438,0.0,0.009766,0.001953,0.033202999999999996,0.011719,0.001953,0.023438,0.017578,0.037108999999999996,0.033202999999999996,0.017578,0.037108999999999996,0.015625,0.001953,0.011719,0.037108999999999996,0.07421900000000001,0.007812,0.0,0.001953,0.0,0.007812,0.003906,0.037108999999999996,0.013672,0.042969,0.011719,0.041016000000000004,0.017578,0.003906,0.029297000000000004,0.007812,0.019531,0.029297000000000004,0.001953,0.0,0.013672,0.060547000000000004,0.015625,0.019531,0.003906,0.003906,0.0058590000000000005,0.0058590000000000005,0.044922000000000004,0.0,0.019531,0.0,0.003906,24
0.037108999999999996,0.06640599999999999,0.03125,0.021484,0.0,0.042969,0.013672,0.0,0.003906,0.023438,0.05859400000000001,0.003906,0.099609,0.0,0.003906,0.0,0.021484,0.044922000000000004,0.019531,0.019531,0.001953,0.0,0.0,0.0,0.003906,0.029297000000000004,0.003906,0.003906,0.044922000000000004,0.013672,0.0,0.0,0.044922000000000004,0.0,0.025391,0.007812,0.025391,0.0,0.001953,0.001953,0.0,0.03125,0.003906,0.003906,0.037108999999999996,0.001953,0.0,0.0058590000000000005,0.0,0.0,0.039062,0.0,0.013672,0.0,0.013672,0.0,0.013672,0.023438,0.044922000000000004,0.0,0.0,0.001953,0.042969,0.001953,78
0.0,0.011719,0.050781,0.039062,0.072266,0.003906,0.009766,0.0,0.011719,0.003906,0.0,0.0058590000000000005,0.003906,0.003906,0.033202999999999996,0.0,0.009766,0.009766,0.019531,0.013672,0.007812,0.0,0.0,0.0,0.0,0.03125,0.0,0.039062,0.025391,0.041016000000000004,0.001953,0.003906,0.007812,0.0,0.0,0.007812,0.019531,0.072266,0.052734,0.039062,0.039062,0.003906,0.001953,0.041016000000000004,0.011719,0.03125,0.011719,0.0,0.003906,0.0,0.007812,0.0,0.046875,0.05859400000000001,0.007812,0.0058590000000000005,0.017578,0.001953,0.03125,0.015625,0.0,0.0,0.007812,0.001953,14
0.015625,0.017578,0.068359,0.0058590000000000005,0.009766,0.035156,0.046875,0.007812,0.0,0.021484,0.003906,0.007812,0.06640599999999999,0.001953,0.013672,0.0,0.015625,0.015625,0.001953,0.009766,0.013672,0.001953,0.0058590000000000005,0.0,0.003906,0.013672,0.0,0.019531,0.037108999999999996,0.021484,0.0,0.0,0.003906,0.0,0.017578,0.001953,0.029297000000000004,0.0625,0.023438,0.007812,0.0,0.001953,0.0058590000000000005,0.019531,0.009766,0.001953,0.019531,0.072266,0.0,0.001953,0.03125,0.001953,0.015625,0.001953,0.085938,0.001953,0.011719,0.0,0.042969,0.003906,0.0,0.001953,0.039062,0.0,29
0.042969,0.05859400000000001,0.015625,0.021484,0.001953,0.18164,0.0,0.0,0.0,0.009766,0.085938,0.003906,0.076172,0.0,0.001953,0.0,0.009766,0.041016000000000004,0.001953,0.009766,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.001953,0.03125,0.013672,0.0,0.0,0.060547000000000004,0.0,0.013672,0.027344,0.007812,0.011719,0.001953,0.0,0.0,0.027344,0.015625,0.0058590000000000005,0.072266,0.0,0.0,0.003906,0.0,0.0,0.041016000000000004,0.0,0.003906,0.0,0.0,0.0,0.009766,0.037108999999999996,0.017578,0.009766,0.0,0.0,0.015625,0.0,91
0.029297000000000004,0.0058590000000000005,0.056641,0.03125,0.0,0.021484,0.03125,0.003906,0.0,0.03125,0.029297000000000004,0.003906,0.017578,0.0,0.003906,0.0,0.046875,0.025391,0.025391,0.03125,0.007812,0.0,0.0,0.0058590000000000005,0.0,0.023438,0.0,0.0,0.033202999999999996,0.013672,0.001953,0.0,0.050781,0.001953,0.007812,0.03125,0.019531,0.017578,0.0058590000000000005,0.0,0.001953,0.021484,0.015625,0.003906,0.087891,0.0,0.0058590000000000005,0.009766,0.0,0.009766,0.0058590000000000005,0.0,0.029297000000000004,0.0,0.025391,0.0,0.037108999999999996,0.035156,0.042969,0.009766,0.003906,0.001953,0.037108999999999996,0.0,35
0.050781,0.07421900000000001,0.013672,0.021484,0.0,0.052734,0.017578,0.0,0.0058590000000000005,0.019531,0.08203099999999999,0.0058590000000000005,0.10352,0.001953,0.0058590000000000005,0.0,0.013672,0.046875,0.023438,0.017578,0.0,0.0,0.0,0.0,0.0,0.009766,0.0,0.003906,0.048827999999999996,0.007812,0.0,0.0,0.044922000000000004,0.0,0.015625,0.015625,0.009766,0.0,0.003906,0.0,0.0,0.046875,0.0,0.0058590000000000005,0.033202999999999996,0.0,0.0,0.0,0.0,0.0,0.037108999999999996,0.0,0.0058590000000000005,0.001953,0.007812,0.0,0.011719,0.041016000000000004,0.054688,0.0,0.0,0.0,0.035156,0.001953,73
0.042969,0.14453,0.035156,0.0058590000000000005,0.0,0.13086,0.003906,0.0,0.009766,0.015625,0.09765599999999999,0.001953,0.072266,0.001953,0.0,0.0,0.0058590000000000005,0.056641,0.001953,0.015625,0.0,0.0,0.0,0.0,0.003906,0.003906,0.0,0.001953,0.039062,0.0,0.0,0.0,0.03125,0.0,0.03125,0.019531,0.011719,0.011719,0.0,0.0,0.0,0.013672,0.003906,0.001953,0.025391,0.0,0.0,0.0,0.001953,0.0,0.05859400000000001,0.0,0.001953,0.0,0.0,0.0,0.003906,0.027344,0.015625,0.007812,0.0,0.0,0.041016000000000004,0.0,34
0.001953,0.0,0.044922000000000004,0.035156,0.001953,0.0,0.0,0.0,0.033202999999999996,0.0,0.001953,0.009766,0.023438,0.023438,0.015625,0.0,0.0058590000000000005,0.019531,0.03125,0.003906,0.037108999999999996,0.0058590000000000005,0.0,0.011719,0.017578,0.0058590000000000005,0.013672,0.017578,0.09765599999999999,0.0058590000000000005,0.003906,0.0058590000000000005,0.003906,0.0,0.0,0.0058590000000000005,0.025391,0.044922000000000004,0.001953,0.0058590000000000005,0.001953,0.017578,0.011719,0.003906,0.052734,0.003906,0.03125,0.001953,0.009766,0.021484,0.021484,0.019531,0.009766,0.007812,0.0,0.003906,0.019531,0.017578,0.087891,0.019531,0.0058590000000000005,0.009766,0.039062,0.019531,80
0.068359,0.14063,0.009766,0.013672,0.0,0.11327999999999999,0.0058590000000000005,0.0,0.0,0.009766,0.07421900000000001,0.003906,0.087891,0.0,0.001953,0.0,0.003906,0.03125,0.015625,0.007812,0.0,0.0,0.0,0.0,0.001953,0.009766,0.0,0.001953,0.050781,0.0,0.0,0.0,0.023438,0.0,0.023438,0.023438,0.015625,0.009766,0.0,0.001953,0.0,0.025391,0.015625,0.001953,0.015625,0.001953,0.0,0.0,0.0,0.0,0.070312,0.0,0.007812,0.0,0.0,0.0,0.009766,0.037108999999999996,0.007812,0.0058590000000000005,0.0,0.0,0.050781,0.0,91
0.025391,0.046875,0.054688,0.035156,0.0058590000000000005,0.029297000000000004,0.025391,0.0058590000000000005,0.0,0.033202999999999996,0.017578,0.0,0.054688,0.0,0.001953,0.0,0.017578,0.025391,0.023438,0.023438,0.003906,0.0,0.0,0.0,0.0,0.013672,0.0,0.013672,0.033202999999999996,0.011719,0.001953,0.007812,0.025391,0.001953,0.025391,0.039062,0.025391,0.029297000000000004,0.003906,0.001953,0.013672,0.013672,0.011719,0.007812,0.023438,0.011719,0.0058590000000000005,0.001953,0.0,0.0,0.054688,0.0,0.025391,0.007812,0.029297000000000004,0.0,0.009766,0.021484,0.041016000000000004,0.015625,0.001953,0.0,0.039062,0.0,41
0.017578,0.015625,0.039062,0.0058590000000000005,0.019531,0.007812,0.001953,0.0,0.013672,0.017578,0.009766,0.048827999999999996,0.042969,0.007812,0.03125,0.0,0.0058590000000000005,0.007812,0.003906,0.009766,0.054688,0.009766,0.0,0.0,0.023438,0.017578,0.0058590000000000005,0.009766,0.023438,0.003906,0.017578,0.0058590000000000005,0.003906,0.001953,0.017578,0.001953,0.021484,0.08203099999999999,0.021484,0.017578,0.001953,0.0,0.0058590000000000005,0.021484,0.003906,0.013672,0.044922000000000004,0.052734,0.021484,0.013672,0.023438,0.0,0.025391,0.011719,0.001953,0.023438,0.009766,0.007812,0.017578,0.0,0.001953,0.0058590000000000005,0.042969,0.001953,86
0.021484,0.013672,0.039062,0.039062,0.003906,0.015625,0.013672,0.0,0.003906,0.0625,0.033202999999999996,0.003906,0.007812,0.0,0.001953,0.0,0.033202999999999996,0.029297000000000004,0.0058590000000000005,0.029297000000000004,0.0,0.0,0.0,0.0,0.001953,0.033202999999999996,0.0,0.013672,0.025391,0.060547000000000004,0.0,0.0,0.044922000000000004,0.0,0.015625,0.023438,0.029297000000000004,0.027344,0.001953,0.0,0.003906,0.013672,0.009766,0.003906,0.054688,0.001953,0.009766,0.007812,0.0,0.0,0.019531,0.0,0.042969,0.001953,0.001953,0.0,0.029297000000000004,0.054688,0.052734,0.013672,0.0,0.0,0.042969,0.0,66
0.001953,0.011719,0.013672,0.001953,0.025391,0.013672,0.017578,0.0,0.0,0.007812,0.007812,0.035156,0.021484,0.009766,0.025391,0.0,0.003906,0.011719,0.003906,0.003906,0.064453,0.015625,0.0,0.001953,0.06640599999999999,0.013672,0.039062,0.003906,0.0058590000000000005,0.013672,0.03125,0.054688,0.0,0.0,0.001953,0.0,0.0058590000000000005,0.05859400000000001,0.023438,0.023438,0.011719,0.0,0.013672,0.015625,0.0,0.03125,0.068359,0.041016000000000004,0.037108999999999996,0.023438,0.0,0.0,0.011719,0.009766,0.025391,0.019531,0.009766,0.003906,0.001953,0.0,0.0,0.017578,0.0058590000000000005,0.011719,8
0.003906,0.0058590000000000005,0.07421900000000001,0.019531,0.007812,0.013672,0.001953,0.0,0.041016000000000004,0.0,0.0058590000000000005,0.007812,0.091797,0.017578,0.001953,0.0,0.001953,0.015625,0.0058590000000000005,0.007812,0.021484,0.003906,0.0,0.009766,0.009766,0.0058590000000000005,0.001953,0.015625,0.09375,0.007812,0.003906,0.0058590000000000005,0.001953,0.0,0.011719,0.023438,0.017578,0.046875,0.0,0.003906,0.0,0.0058590000000000005,0.007812,0.007812,0.0625,0.001953,0.021484,0.0,0.007812,0.013672,0.029297000000000004,0.007812,0.007812,0.0058590000000000005,0.0,0.0,0.011719,0.025391,0.060547000000000004,0.035156,0.001953,0.001953,0.054688,0.019531,79
0.003906,0.0,0.011719,0.013672,0.0625,0.0,0.013672,0.0058590000000000005,0.011719,0.009766,0.0,0.033202999999999996,0.0,0.009766,0.035156,0.0,0.003906,0.0,0.0058590000000000005,0.003906,0.03125,0.009766,0.0,0.003906,0.011719,0.015625,0.0058590000000000005,0.037108999999999996,0.0,0.039062,0.044922000000000004,0.037108999999999996,0.0,0.003906,0.001953,0.0058590000000000005,0.003906,0.042969,0.050781,0.023438,0.035156,0.0,0.017578,0.027344,0.0,0.037108999999999996,0.044922000000000004,0.027344,0.035156,0.033202999999999996,0.0,0.001953,0.03125,0.03125,0.019531,0.033202999999999996,0.0058590000000000005,0.001953,0.0,0.007812,0.001953,0.007812,0.003906,0.001953,2
0.007812,0.0058590000000000005,0.060547000000000004,0.013672,0.011719,0.0,0.037108999999999996,0.0,0.0,0.044922000000000004,0.011719,0.0058590000000000005,0.009766,0.0,0.017578,0.0,0.025391,0.015625,0.003906,0.013672,0.009766,0.0,0.0,0.0,0.0,0.041016000000000004,0.0,0.021484,0.017578,0.060547000000000004,0.017578,0.001953,0.037108999999999996,0.001953,0.011719,0.019531,0.03125,0.042969,0.042969,0.033202999999999996,0.003906,0.0058590000000000005,0.009766,0.048827999999999996,0.007812,0.027344,0.019531,0.007812,0.011719,0.003906,0.003906,0.0,0.042969,0.03125,0.015625,0.0,0.027344,0.007812,0.029297000000000004,0.0,0.007812,0.001953,0.009766,0.0,5
0.0,0.0,0.007812,0.013672,0.05859400000000001,0.0,0.007812,0.0,0.015625,0.003906,0.001953,0.029297000000000004,0.0,0.003906,0.039062,0.0,0.017578,0.0,0.013672,0.003906,0.037108999999999996,0.035156,0.0,0.0058590000000000005,0.019531,0.029297000000000004,0.007812,0.033202999999999996,0.003906,0.023438,0.046875,0.056641,0.003906,0.0,0.0,0.003906,0.001953,0.044922000000000004,0.039062,0.023438,0.039062,0.007812,0.001953,0.011719,0.003906,0.033202999999999996,0.035156,0.035156,0.023438,0.009766,0.0,0.0,0.037108999999999996,0.050781,0.023438,0.013672,0.003906,0.0,0.001953,0.021484,0.0,0.0058590000000000005,0.0,0.007812,2
0.072266,0.046875,0.021484,0.0,0.0,0.1875,0.015625,0.0,0.0,0.037108999999999996,0.07421900000000001,0.003906,0.041016000000000004,0.0,0.003906,0.0,0.011719,0.021484,0.0,0.03125,0.007812,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.013672,0.023438,0.0,0.0,0.041016000000000004,0.0,0.05859400000000001,0.039062,0.007812,0.009766,0.0,0.001953,0.0,0.001953,0.021484,0.0058590000000000005,0.03125,0.0,0.011719,0.001953,0.0,0.0,0.044922000000000004,0.0,0.003906,0.0,0.0,0.0,0.023438,0.021484,0.015625,0.0058590000000000005,0.0,0.0,0.03125,0.0,31
0.0,0.0,0.0,0.001953,0.019531,0.0,0.0,0.0,0.007812,0.0,0.0,0.041016000000000004,0.0,0.019531,0.039062,0.0,0.0,0.0,0.0,0.001953,0.037108999999999996,0.052734,0.0,0.044922000000000004,0.023438,0.007812,0.041016000000000004,0.0058590000000000005,0.001953,0.0,0.052734,0.025391,0.001953,0.007812,0.0,0.001953,0.001953,0.019531,0.011719,0.033202999999999996,0.011719,0.001953,0.08984400000000001,0.007812,0.001953,0.033202999999999996,0.035156,0.072266,0.011719,0.048827999999999996,0.0,0.011719,0.013672,0.025391,0.003906,0.035156,0.0,0.001953,0.0058590000000000005,0.001953,0.001953,0.05859400000000001,0.0,0.023438,47
0.029297000000000004,0.06640599999999999,0.033202999999999996,0.003906,0.0,0.083984,0.029297000000000004,0.0,0.0,0.023438,0.023438,0.013672,0.13280999999999998,0.001953,0.011719,0.0,0.011719,0.007812,0.0,0.007812,0.0,0.001953,0.003906,0.011719,0.0,0.007812,0.001953,0.001953,0.017578,0.003906,0.0,0.001953,0.013672,0.0,0.019531,0.042969,0.015625,0.068359,0.0058590000000000005,0.001953,0.0,0.0,0.048827999999999996,0.007812,0.007812,0.001953,0.007812,0.029297000000000004,0.001953,0.0,0.052734,0.0,0.015625,0.001953,0.021484,0.0,0.001953,0.009766,0.027344,0.023438,0.0,0.001953,0.037108999999999996,0.0,81
0.0,0.0,0.019531,0.015625,0.013672,0.001953,0.013672,0.0,0.011719,0.007812,0.001953,0.029297000000000004,0.0058590000000000005,0.007812,0.048827999999999996,0.0,0.007812,0.003906,0.001953,0.0058590000000000005,0.035156,0.017578,0.0,0.017578,0.027344,0.017578,0.009766,0.035156,0.015625,0.019531,0.03125,0.021484,0.011719,0.001953,0.0,0.001953,0.011719,0.044922000000000004,0.050781,0.013672,0.023438,0.001953,0.027344,0.023438,0.009766,0.009766,0.037108999999999996,0.039062,0.029297000000000004,0.033202999999999996,0.003906,0.001953,0.037108999999999996,0.033202999999999996,0.021484,0.021484,0.007812,0.003906,0.025391,0.007812,0.0,0.0058590000000000005,0.011719,0.001953,90
